variant,generator,split,divisor,adaptive_score,adaptive_chars,fixed_chars
local_rayleigh_open5_conf06,mistral_7b,22,100000.0,0.49948298955089176,10166.355,10166.354999999998
local_rayleigh_open5_conf06,mistral_7b,22,500000.0,0.4750633153804846,19854.615,19854.615
local_rayleigh_open5_conf06,mistral_7b,22,1000000.0,0.5078197780454459,32044.285,32044.285
local_rayleigh_open5_conf06,mistral_7b,22,5000000.0,0.5575,164116.87,164116.87
local_rayleigh_open5_conf06,mistral_7b,22,10000000.0,0.5625,380249.485,380249.485
local_rayleigh_open5_conf06,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
local_rayleigh_open5_conf08,mistral_7b,22,100000.0,0.4990565871637167,10766.675,10766.675
local_rayleigh_open5_conf08,mistral_7b,22,500000.0,0.5094971932234311,24985.09,24985.09
local_rayleigh_open5_conf08,mistral_7b,22,1000000.0,0.5347775111789725,39932.285,39932.285
local_rayleigh_open5_conf08,mistral_7b,22,5000000.0,0.58,178837.32,178837.32
local_rayleigh_open5_conf08,mistral_7b,22,10000000.0,0.5475,391057.395,391057.395
local_rayleigh_open5_conf08,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
local_rayleigh_open5_conf10,mistral_7b,22,100000.0,0.48462577794471307,11376.58,11376.58
local_rayleigh_open5_conf10,mistral_7b,22,500000.0,0.5129053766427261,30613.735,30613.735
local_rayleigh_open5_conf10,mistral_7b,22,1000000.0,0.5513176398812909,52221.6,52221.59999999999
local_rayleigh_open5_conf10,mistral_7b,22,5000000.0,0.61,200513.615,200513.61499999996
local_rayleigh_open5_conf10,mistral_7b,22,10000000.0,0.56,410525.965,410525.965
local_rayleigh_open5_conf10,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
local_rayleigh_open5_conf12,mistral_7b,22,100000.0,0.49477590265070587,12290.225,12290.225
local_rayleigh_open5_conf12,mistral_7b,22,500000.0,0.5588226831871549,36602.35,36602.35
local_rayleigh_open5_conf12,mistral_7b,22,1000000.0,0.5430757689374027,63245.375,63245.375
local_rayleigh_open5_conf12,mistral_7b,22,5000000.0,0.6276339637409721,216585.21,216585.20999999996
local_rayleigh_open5_conf12,mistral_7b,22,10000000.0,0.5720354679372519,420627.555,420627.555
local_rayleigh_open5_conf12,mistral_7b,22,50000000.0,0.5133081285082823,1750546.92,1750546.92
local_rayleigh_open5_conf14,mistral_7b,22,100000.0,0.5079121793954386,13328.775,13328.775
local_rayleigh_open5_conf14,mistral_7b,22,500000.0,0.553571770941444,45170.67,45170.67
local_rayleigh_open5_conf14,mistral_7b,22,1000000.0,0.5500988567053046,76660.11,76660.11
local_rayleigh_open5_conf14,mistral_7b,22,5000000.0,0.635,241423.455,241423.455
