generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
gemma2_9b,72,odds_mean_costse2,0.5,55313.86405710962,76898.66553723335,True,28.06914961310043
gemma2_9b,72,odds_mean_costse2,0.55,128483.26043041228,198184.50347067398,True,35.169875454250956
gemma2_9b,72,odds_mean_costse2,0.6,388148.44966339634,569802.1302506098,True,31.880133636446516
gemma2_9b,73,odds_current_costse0,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_current_costse0,0.35,7115.6266804464285,8556.489332967361,True,16.83941388168887
gemma2_9b,73,odds_current_costse0,0.4,13302.185665245832,17095.967624920213,True,22.191092326030816
gemma2_9b,73,odds_current_costse0,0.45,25321.137782984377,38024.21072235378,True,33.407854359226675
gemma2_9b,73,odds_current_costse0,0.5,47046.71580325679,84281.25042380251,True,44.17890626125551
gemma2_9b,73,odds_current_costse0,0.55,111189.35937324513,179644.6267358333,True,38.105936484953354
gemma2_9b,73,odds_current_costse0,0.6,265769.11261679034,438377.8011719626,True,39.37441359797846
gemma2_9b,73,odds_current_costse1,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_current_costse1,0.35,7127.789236220575,8556.489332967361,True,16.69726965289534
gemma2_9b,73,odds_current_costse1,0.4,13564.263455234382,17095.967624920213,True,20.658112176919342
gemma2_9b,73,odds_current_costse1,0.45,25427.505489242307,38024.21072235378,True,33.128117569856855
gemma2_9b,73,odds_current_costse1,0.5,47050.98844700191,84281.25042380251,True,44.17383675442732
gemma2_9b,73,odds_current_costse1,0.55,111395.34002284426,179644.6267358333,True,37.99127641782982
gemma2_9b,73,odds_current_costse1,0.6,267435.7675294401,438377.8011719626,True,38.99422671164569
gemma2_9b,73,odds_current_costse2,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_current_costse2,0.35,7174.261349580473,8556.489332967361,True,16.154148384914034
gemma2_9b,73,odds_current_costse2,0.4,13451.332616825413,17095.967624920213,True,21.318682206569804
gemma2_9b,73,odds_current_costse2,0.45,25353.288471390417,38024.21072235378,True,33.323301155372434
gemma2_9b,73,odds_current_costse2,0.5,47409.48954415427,84281.25042380251,True,43.7484739419991
gemma2_9b,73,odds_current_costse2,0.55,111755.22626026424,179644.6267358333,True,37.7909441039949
gemma2_9b,73,odds_current_costse2,0.6,267377.14580489666,438377.8011719626,True,39.007599132508865
gemma2_9b,73,odds_mean_costse0,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_mean_costse0,0.35,7181.133923345565,8556.489332967361,True,16.073828366999532
gemma2_9b,73,odds_mean_costse0,0.4,13253.54871254484,17095.967624920213,True,22.475586036875793
gemma2_9b,73,odds_mean_costse0,0.45,25000.231437111237,38024.21072235378,True,34.25180704036539
gemma2_9b,73,odds_mean_costse0,0.5,47207.00627021131,84281.25042380251,True,43.98872105855799
gemma2_9b,73,odds_mean_costse0,0.55,108628.44468921311,179644.6267358333,True,39.531481312296194
