split,fold,mixture,problem_id,n,predicted,correct,brier
0,2,0.0,3171,64,0.5878704336973025,0.6079595408847365,0.22369558164446496
0,2,0.0,3171,128,0.6383854442795015,0.7152891395871743,0.1981712124932369
0,2,0.0,3171,256,0.6775652032579174,0.8556594511917879,0.15378482988452
0,2,0.0,3171,512,0.6853856562922871,1.0,0.09898218526663491
0,2,0.0,3234,10,0.7715959757177837,0.9999999938005515,0.06079027646925818
0,2,0.0,3234,16,0.8033826782605141,0.999999999999777,0.04658306067985846
0,2,0.0,3234,32,0.847231422403529,0.9999999999999997,0.027156647964754674
0,2,0.0,3234,64,0.8688683507834668,1.0,0.017687465808224764
0,2,0.0,3234,128,0.872976665156122,1.0,0.016167550474151568
0,2,0.0,3234,256,0.87611408196375,0.9999999999999998,0.015386644057990697
0,2,0.0,3234,512,0.8823529411764706,1.0,0.013840830449826995
0,2,0.0,3245,10,0.7505754869221171,0.9999998174507427,0.06993797924806697
0,2,0.0,3245,16,0.779866271460758,0.9999999999799936,0.0564038071211602
0,2,0.0,3245,32,0.8272001029400133,0.9999999999999998,0.03543453389087782
0,2,0.0,3245,64,0.8619560610115942,1.0,0.020489859613462363
0,2,0.0,3245,128,0.8726559580339492,0.9999999999999999,0.016292110949158986
0,2,0.0,3245,256,0.8761140156046483,1.0,0.015386668254771902
0,2,0.0,3245,512,0.8823529411764706,1.0,0.013840830449826995
0,2,0.0,3291,10,0.21770321190449682,0.16953320878820152,0.1758529042093886
0,2,0.0,3291,16,0.2515935370940794,0.12000524980767774,0.15788087744777302
0,2,0.0,3291,32,0.3115792550853358,0.04854940991130319,0.1419026577714775
0,2,0.0,3291,64,0.3741012963396375,0.007571692467016411,0.15283957303812568
0,2,0.0,3291,128,0.4195956322401776,9.23860527494186e-05,0.1784325130717213
0,2,0.0,3291,256,0.44140875535339175,5.323460728809744e-10,0.19551933523787873
0,2,0.0,3291,512,0.4670525378450578,0.0,0.21813807310750913
0,2,0.0,3299,10,0.1947035894303365,0.055038885258345396,0.07863696538965143
0,2,0.0,3299,16,0.21515941409972097,0.05281902242643646,0.08628216261914998
0,2,0.0,3299,32,0.2529753198330217,0.035882656814371444,0.09455406952891224
0,2,0.0,3299,64,0.2988261408317908,0.010381400332496895,0.10595338155140314
0,2,0.0,3299,128,0.3579470736881032,0.0004532987541189374,0.13861468490951756
0,2,0.0,3299,256,0.4242046956489435,7.801066672204458e-08,0.18400644443048209
0,2,0.0,3299,512,0.4670525378450578,0.0,0.21813807310750913
0,2,0.0,3351,10,0.9690499825083166,1.0,0.0011824689484204237
0,2,0.0,3351,16,0.971042672258004,1.0,0.0009017076694933615
0,2,0.0,3351,32,0.9729602059194258,1.0,0.00083199993223138
0,2,0.0,3351,64,0.9764488935721722,1.0,0.0007246494285496022
0,2,0.0,3351,128,0.9827035977720908,0.9999999999999999,0.0005321969916279718
0,2,0.0,3351,256,0.9923227457474031,1.0,0.00023622320777220673
0,2,0.0,3351,512,1.0,1.0,0.0
