split,group,map,problem_id,n,predicted,correct,brier
0,calibration,original,3329,10,0.616168713867933,0.02685123144219211,0.3785556898962291
0,calibration,original,3329,16,0.6379260937156913,0.021378398757432027,0.40440689845068156
0,calibration,original,3329,32,0.6587810857243444,0.01077195829625804,0.43194324147734564
0,calibration,original,3329,64,0.6687556940443545,0.00217442871465423,0.44760428403692876
0,calibration,original,3329,128,0.6810103994718981,3.5260111256350566e-05,0.4655294213408916
0,calibration,original,3329,256,0.7052681363303279,2.0068233542319561e-10,0.49975688157855935
0,calibration,original,3329,512,0.7537834691501746,0.0,0.5681895183640722
0,calibration,original,3337,10,0.7337469812672897,0.9603585187930863,0.06076015189412546
0,calibration,original,3337,16,0.7510783060175732,0.9944904501911681,0.06068501777641498
0,calibration,original,3337,32,0.7537719790199461,0.9999752127145666,0.0606232311985275
0,calibration,original,3337,64,0.7537834690384588,0.9999999997449222,0.060622580073974586
0,calibration,original,3337,128,0.7537834691501746,0.9999999999999999,0.06062258006372306
0,calibration,original,3337,256,0.7537834691501746,0.9999999999999998,0.06062258006372306
0,calibration,original,3337,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,3346,10,0.2884979881883805,0.09913511138880293,0.16849727180978008
0,calibration,original,3346,16,0.35629097693716777,0.09988066829329278,0.20646538311208157
0,calibration,original,3346,32,0.4533905709203051,0.06705472222708858,0.2506958355906923
0,calibration,original,3346,64,0.5194041303462115,0.021852555768424698,0.27973964050348266
0,calibration,original,3346,128,0.5395235034325123,0.001984540666937554,0.29156039475180673
0,calibration,original,3346,256,0.5408026454155377,3.007160749322994e-06,0.2924679869598135
0,calibration,original,3346,512,0.5408041401273885,0.0,0.2924691179789241
0,calibration,original,3351,10,0.9908782589880518,1.0,0.00021883853523306724
0,calibration,original,3351,16,0.9921741727153606,1.0,7.114310991479896e-05
0,calibration,original,3351,32,0.9927372160020629,1.0,6.0026522375860454e-05
0,calibration,original,3351,64,0.9936742895958265,1.0,5.227859838218014e-05
0,calibration,original,3351,128,0.9953542721288674,0.9999999999999999,3.839444521597167e-05
0,calibration,original,3351,256,0.9979379275767818,1.0,1.7041920853042258e-05
0,calibration,original,3351,512,1.0,1.0,0.0
0,calibration,original,3354,10,0.5081377039455564,0.5018531382338605,0.1498960351072281
0,calibration,original,3354,16,0.5898136163269945,0.6504645339123163,0.15702738739002575
0,calibration,original,3354,32,0.672298751286535,0.8389183100175643,0.1345186819066848
0,calibration,original,3354,64,0.7177609247598811,0.9419899436774635,0.09772852068562479
0,calibration,original,3354,128,0.7442059539178918,0.9848395145821077,0.07099302471576419
0,calibration,original,3354,256,0.7534249063150018,0.9995439481496843,0.060976914228953634
0,calibration,original,3354,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,3356,10,0.7440894773782666,0.19411798540657477,0.4605959967614791
0,calibration,original,3356,16,0.8024319005633108,0.21903078053032843,0.5103093539982708
0,calibration,original,3356,32,0.861736800985698,0.24457587171802958,0.5611591030711787
0,calibration,original,3356,64,0.89067463240937,0.25874077789830174,0.5861105763256582
0,calibration,original,3356,128,0.9008517201465471,0.29729966093569515,0.5644435191007071
0,calibration,original,3356,256,0.9079903104869194,0.5022178561794086,0.40207332487534986
0,calibration,original,3356,512,0.9207920792079208,1.0,0.006273894716204287
