split,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,train_chars,test_accuracy,test_predicted_accuracy,test_chars,test_opens
96,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.32164634146341464,0.3147132795569473,6381.428353658536,0.26884920634920634,0.3216768238884477,7796.170138888889,15.344742063492063
96,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3246951219512195,0.3210200964187107,7658.580792682927,0.2708333333333333,0.3292398941178883,9532.227182539682,18.85515873015873
96,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3323170731707317,0.3261936870772773,9204.080792682927,0.27827380952380953,0.3361727533227969,11485.608134920634,22.984126984126984
96,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.34146341463414637,0.3305710624170348,11298.452743902439,0.28125,0.34277940767770554,14060.357638888889,28.272321428571427
96,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35365853658536583,0.338271972976026,13836.33993902439,0.29017857142857145,0.35027810640882284,16980.12003968254,34.6344246031746
96,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3597560975609756,0.3411239347424964,15668.740853658537,0.2976190476190476,0.3545327150128014,19304.521329365078,39.732142857142854
96,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3673780487804878,0.34766071843898305,19242.135670731706,0.30158730158730157,0.36137441262821196,24006.93650793651,50.0
96,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.37652439024390244,0.35384696968428553,23367.951219512193,0.30505952380952384,0.3681116038779833,28830.677579365078,60.05902777777778
96,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.38414634146341464,0.35811342725646506,29009.942073170732,0.310515873015873,0.3743168174899487,34349.23809523809,71.22321428571429
96,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3902439024390244,0.3633955229565869,35406.27286585366,0.3179563492063492,0.3798982858794702,40094.40178571428,82.20833333333333
96,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.39939024390243905,0.3688175198259073,43252.36280487805,0.3219246031746032,0.3843097080279024,47396.72271825397,94.85813492063492
96,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40396341463414637,0.3730406748051247,51478.14786585366,0.3298611111111111,0.390304112033,56102.78422619047,110.9077380952381
96,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40853658536585363,0.3755599943881989,58308.954268292684,0.33482142857142855,0.3938513727945432,61477.677083333336,121.03819444444444
96,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.4192073170731707,0.3840439592038045,69733.0,0.33283730158730157,0.398915884112831,71845.54017857143,140.94345238095238
97,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3048780487804878,0.2867987914703093,3533.699695121951,0.23511904761904762,0.296571726328859,3390.2361111111113,7.150297619047619
97,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3048780487804878,0.2981865435795417,4172.030487804878,0.24206349206349206,0.30707596702853385,4040.154265873016,8.500496031746032
97,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31859756097560976,0.3085505961130355,4988.336890243902,0.24603174603174602,0.3191637463436352,4921.411706349207,10.265376984126984
