generator,split_seed,method,target,attained_quality,fixed_attained_quality,mean_length,fixed_mean_length,samples,train_feasible,fixed_train_feasible,matched_feasible,matched_length,matched_saving_percent,unmatched_train_baseline_saving,adaptive_low,adaptive_high,adaptive_high_weight,fixed_low,fixed_high,fixed_high_weight
gemma2_9b,75,train_selected_spacing,0.35,0.3459465900829331,0.34348924579968565,7845.040504803995,8746.16363571086,9.437257978181876,True,True,True,9035.146161435403,13.171957989026462,10.303067361186235,432,334,0.6217484574778237,5,6,0.9976746004351358
gemma2_9b,75,train_selected_spacing,0.4,0.386365293618156,0.3944772584907664,13474.157593388569,17362.85552128807,16.798302609441137,True,True,True,15390.809703689234,12.453224665894203,22.39664969354659,332,380,0.5564766046731963,11,13,0.4641905898371756
gemma2_9b,75,train_selected_spacing,0.45,0.4351538547882344,0.45598977377062433,24846.797807811607,41264.213387481424,34.80030395999906,True,True,True,31359.04177610137,20.766718622291336,39.786086373454225,378,377,0.765136557398681,28,32,0.09641008902723346
gemma2_9b,75,train_selected_spacing,0.5,0.4850794019237977,0.5037973986340571,57623.28426265814,92669.3652253369,85.86076885577172,True,True,True,64394.25249877117,10.514864251653888,37.81841051512538,227,226,0.40698589689408093,42,70,0.7772096782285365
gemma2_9b,75,train_selected_spacing,0.55,0.5488978694708377,0.5553031171935383,153727.10279169478,216933.85365483933,205.57544020676335,True,True,True,190829.62682471488,19.442748304014845,29.136416376815035,470,223,0.9873824392838195,138,164,0.43380394760376123
gemma2_9b,75,train_selected_spacing,0.6,0.6049145087428579,0.602651707772612,452178.8043199822,541014.8787019111,481.1370437993249,True,True,True,561904.6733463582,19.527488243320057,16.420264558172327,464,218,0.18296777596046743,348,404,0.4325303253221861
llama3.1_8b,71,empirical_spacing,0.3,0.3184370388433369,0.31323570046221194,9399.484241548274,11536.937945412354,7.278807000882762,True,True,True,12430.10915497946,24.381321802126955,18.527045165515823,191,188,0.8947882726210519,5,7,0.3593957100134212
llama3.1_8b,71,empirical_spacing,0.35,0.36632474780885943,0.35671403689750597,15614.300578560882,20697.987275049425,16.578657271697583,True,True,True,22809.940386559527,31.5460702047191,24.56126109719238,89,184,0.9765063373422035,10,11,0.24651088277524102
llama3.1_8b,71,empirical_spacing,0.4,0.41150342659468286,0.4131922206994585,27088.707792521207,40128.96080754249,26.794339558235325,True,True,True,38991.08115160627,30.525886965806116,32.495865212064714,134,133,0.35368972579091323,16,22,0.6421614646937596
llama3.1_8b,71,empirical_spacing,0.45,0.44550654619045277,0.46389119234433696,44151.10750225197,75803.3019762786,51.6553356014307,True,True,True,57154.36743586044,22.751122122383627,41.75569355004042,131,130,0.033613395655848664,35,38,0.8096042154142388
llama3.1_8b,71,empirical_spacing,0.5,0.4904546721833541,0.5086236809311445,82911.9803649418,143786.79842523017,107.4060564642786,True,True,True,112325.57704759677,26.186018764178055,42.33686174739023,129,225,0.51286817609225,71,89,0.019470815370377734
llama3.1_8b,71,empirical_spacing,0.55,0.5385184718757102,0.5488406417730807,160610.63514184672,253718.3294550778,197.3215021016316,True,True,True,217937.79241410483,26.304367240414383,36.697267601123905,126,223,0.7365497801128125,104,132,0.7830804901743539
llama3.1_8b,71,empirical_spacing,0.6,0.5951337735541504,0.5979558595107857,361010.58219085535,536230.99831582,350.23085397168785,True,True,True,499981.7065005693,27.79524180642311,32.67629373820093,221,219,0.3675973708581901,211,271,0.9158643809510811
